company name,gvkey,NAICS,SIC,ticker,industry sector,weburl,ff5 sector
AMERIS BANCORP,30222,522110,6020,ABCB,Banks,amerisbank.com,5
AMPLIPHI BIOSCIENCES CORP,30236,325414,2836,APHB,Drugs,ampliphibio.com,4
PENN NATIONAL GAMING INC,30259,713290,7990,PENN,Fun,pngaming.com,5
SIMPSON MANUFACTURING INC,30260,332510,3420,SSD,BldMt,simpsonmfg.com,2
LA JOLLA PHARMACEUTICAL CO,30281,325414,2836,LJPC,Drugs,lajollapharmaceutical.com,4
ESSEX PROPERTY TRUST,30293,531110,6798,ESS,Fin,essexapartmenthomes.com,5
HIGHWOODS PROPERTIES INC,30298,531120,6798,HIW,Fin,highwoods.com,5
IMAX CORP,30312,333316,3861,IMAX,Hshld,imax.com,2
LIBERTY PROPERTY TRUST,30354,531120,6798,LPT,Fin,libertyproperty.com,5
FIRST INDL REALTY TRUST INC,30384,531120,6798,FR,Fin,firstindustrial.com,5
FALCONSTOR SOFTWARE INC,30398,541512,7373,FALC,Comps,falconstor.com,3
HMN FINANCIAL INC,30416,522120,6035,HMNF,Banks,hmnf.com,5
FRESH DEL MONTE PRODUCE INC,30443,111339,100,FDP,Agric,freshdelmonte.com,1
GREENBRIER COMPANIES INC,30463,336510,3743,GBX,Ships,gbrx.com,2
SOLITARIO EXPLORATION & RLTY,30473,212,1000,XPL,Mines,solitarioxr.com,5
MATTHEWS INTL CORP  -CL A,30477,323111,2790,MATW,Books,matw.com,1
APARTMENT INVST & MGMT CO,30490,531110,6798,AIV,Fin,aimco.com,5
FELCOR LODGING TRUST INC,30495,531110,6798,FCH,Fin,felcor.com,5
GEO GROUP INC,30536,531120,6798,GEO,Fin,geogroup.com,5
MILLER INDUSTRIES INC/TN,30558,336211,3713,MLR,Autos,millerind.com,2
ADTRAN INC,30576,334210,3661,ADTN,Chips,adtran.com,3
AMEDISYS INC,30612,621610,8082,AMED,Hlth,amedisys.com,4
MACK-CALI REALTY CORP,30637,531120,6798,CLI,Fin,mack-cali.com,5
PATRIOT NATIONAL BANCORP INC,30647,522110,6020,PNBK,Banks,bankpatriot.com,5
DARLING INGREDIENTS INC,30651,311613,2070,DAR,Food,darlingii.com,1
SIRIUS XM HOLDINGS INC,30662,515112,4832,SIRI,Telcm,siriusxm.com,3
WILLAMETTE VALLEY VINEYARDS,30666,312130,2084,WVVI,Beer,wvv.com,1
RELIANCE STEEL & ALUMINUM CO,30671,423510,5051,RS,Whlsl,rsac.com,1
TESSCO TECHNOLOGIES INC,30714,423690,5065,TESS,Whlsl,tessco.com,1
REALTY INCOME CORP,30822,531120,6798,O,Fin,realtyincome.com,5
CARVER BANCORP INC,30857,522120,6035,CARV,Banks,carverbank.com,5
ASPEN TECHNOLOGY INC,30870,511210,7372,AZPN,BusSv,aspentech.com,3
COVENANT TRANSPORTATION GRP,30877,484121,4213,CVTI,Trans,covenanttransport.com,5
FIDELITY SOUTHERN CORP,30888,522110,6020,LION,Banks,lionbank.com,5
HUDSON TECHNOLOGIES INC,30899,562211,4955,HDSN,Other,hudsontech.com,5
CAPITAL ONE FINANCIAL CORP,30990,522210,6141,COF,Banks,capitalone.com,5
CONDOR HOSPITALITY TR INC,31095,531110,6798,CDOR,Fin,condorhospitality.com,5
CANTERBURY PARK HOLDING CORP,31099,713990,7990,CPHC,Fun,canterburypark.com,5
UNVL STAINLESS & ALLOY PRODS,31170,331110,3312,USAP,Steel,univstainless.com,2
STILLWATER MINING CO,31203,212299,1090,SWC,Mines,stillwatermining.com,5
MITCHAM INDUSTRIES INC,31214,334519,3829,MIND,LabEq,mitchamindustries.com,3
HERITAGE OAKS BANCORP,31242,522110,6020,HEOP,Banks,heritageoaksbank.com,5
HANMI FINANCIAL CORP,31368,522110,6020,HAFC,Banks,hanmi.com,5
PROPHASE LABS INC,31418,325412,2834,PRPH,Drugs,prophaselabs.com,4
INSIGHT ENTERPRISES INC,31453,423430,5045,NSIT,Whlsl,insight.com,1
RENT-A-CENTER INC,31460,532210,7350,RCII,BusSv,rentacenter.com,5
BROOKS AUTOMATION INC,31477,333242,3559,BRKS,Mach,brooks.com,2
INTL FCSTONE INC,31521,523130,6200,INTL,Fin,intlfcstone.com,5
SPEEDWAY MOTORSPORTS INC,31560,711212,7948,TRK,Fun,speedwaymotorsports.com,5
ACI WORLDWIDE INC,31564,519130,7370,ACIW,BusSv,aciworldwide.com,3
STRATTEC SECURITY CORP,31567,336390,3714,STRT,Autos,strattec.com,1
DOLLAR TREE INC,31587,452990,5331,DLTR,Rtail,dollartree.com,1
NATIONAL INSTRUMENTS CORP,31607,511210,7372,NATI,BusSv,ni.com,3
READING INTL INC  -CL A,31629,512131,7830,RDI,Fun,readingrdi.com,5
AMERISOURCEBERGEN CORP,31673,424210,5122,ABC,Whlsl,amerisourcebergen.com,1
PCM INC,31674,454111,5961,PCMI,Rtail,pcm.com,1
MB FINANCIAL INC/MD,31692,522110,6020,MBFI,Banks,mbfinancial.com,5
GUARANTY FED BANCSHARES INC,31703,522110,6020,GFED,Banks,gbankmo.com,5
AMES NATIONAL CORP,31718,522110,6020,ATLO,Banks,amesnational.com,5
TAITRON COMPONENTS  -CL A,31738,423690,5065,TAIT,Whlsl,taitroncomponents.com,1
JACKSONVILLE BANCORP INC/MD,31744,522120,6036,JXSB,Banks,jacksonvillesavings.com,5
CBIZ INC,31752,541219,8721,CBZ,BusSv,cbiz.com,5
BANK OF MARIN BANCORP,31764,522110,6020,BMRC,Banks,bankofmarin.com,5
IMAGE SENSING SYSTEMS INC,31775,533110,6794,ISNS,Fin,imagesensing.com,5
HARMONIC INC,31843,334220,3663,HLIT,Chips,harmonicinc.com,3
DARDEN RESTAURANTS INC,31846,722511,5812,DRI,Meals,darden.com,1
RESMED INC,31887,334510,3845,RMD,MedEq,resmed.com,4
BAR HARBOR BANKSHARES,31895,522110,6020,BHB,Banks,bhbt.com,5
SINCLAIR BROADCAST GP  -CL A,60800,515120,4833,SBGI,Telcm,sbgi.net,3
SOCKET MOBILE INC,60801,334220,3663,SCKT,Chips,socketmobile.com,3
GLOWPOINT INC,60888,517919,7370,GLOW,BusSv,glowpoint.com,3
DISH NETWORK CORP,60900,515210,4841,DISH,Telcm,dish.com,3
HAWAIIAN HOLDINGS INC,60902,481111,4512,HA,Trans,hawaiianairlines.com,5
NATURAL HEALTH TRENDS CORP,60911,424210,5122,NHTC,Whlsl,naturalhealthtrendscorp.com,1
LIFE STORAGE INC,60914,531130,6798,LSI,Fin,lifestorage.com,5
DAVE & BUSTER'S ENTMT INC,60923,722,5810,PLAY,Meals,daveandbusters.com,1
SYSTEMAX INC,60931,423430,5045,SYX,Whlsl,systemax.com,1
WABTEC CORP,60979,336510,3743,WAB,Ships,wabtec.com,2
AMERICAN RIVER BANKSHARES,60983,522110,6020,AMRB,Banks,americanriverbank.com,5
ACACIA RESEARCH CORP,61004,533110,6794,ACTG,Fin,acaciaresearch.com,5
WAYSIDE TECHNOLOGY GROUP INC,61028,423430,5045,WSTG,Whlsl,waysidetechnology.com,1
AUBURN NATIONAL BANCORP,61055,522110,6020,AUBN,Banks,auburnbank.com,5
ASTEA INTERNATIONAL INC,61069,511210,7372,ATEA,BusSv,astea.com,3
GSE SYSTEMS INC,61077,511210,7372,GVP,BusSv,gses.com,3
REDWOOD TRUST INC,61129,525990,6798,RWT,Fin,redwoodtrust.com,5
ATLAS AIR WORLDWIDE HLDG INC,61155,481212,4522,AAWW,Trans,atlasair.com,5
SUNSTONE HOTEL INVESTORS INC,61163,531120,6798,SHO,Fin,sunstonehotels.com,5
KFORCE INC,61179,561320,7363,KFRC,BusSv,kforce.com,5
INTEGRA LIFESCIENCES HLDGS,61181,339113,3842,IART,MedEq,integralife.com,4
HOSPITALITY PROPERTIES TRUST,61188,531120,6798,HPT,Fin,hptreit.com,5
CRAFT BREW ALLIANCE INC,61192,312120,2082,BREW,Beer,craftbrew.com,1
BALLANTYNE STRONG INC,61285,333316,3861,BTN,Hshld,ballantynestrong.com,2
SMITH MICRO SOFTWARE INC,61321,511210,7372,SMSI,BusSv,smithmicro.com,3
MEDNAX INC,61325,621111,8011,MD,Hlth,mednax.com,4
CENVEO INC,61338,322230,2670,CVOVQ,Paper,cenveo.com,2
CRAY INC,61350,334111,3571,CRAY,Comps,cray.com,3
NOVANTA INC,61356,335999,3690,NOVT,ElcEq,novanta.com,3
ERIE INDEMNITY CO  -CL A,61380,524298,6411,ERIE,Insur,erieinsurance.com,5
EVEREST RE GROUP LTD,61388,524130,6331,RE,Insur,everestre.com,5
MYRIAD GENETICS INC,61399,325413,2835,MYGN,Drugs,myriad.com,4
RENAISSANCERE HOLDINGS LTD,61406,524130,6331,RNR,Insur,renre.com,5
HANOVER INSURANCE GROUP INC,61408,524126,6331,THG,Insur,hanover.com,5
DIAMOND OFFSHRE DRILLING INC,61409,213111,1381,DO,Oil,diamondoffshore.com,2
RCI HOSPITALITY HLDGS INC,61418,722410,5810,RICK,Meals,rcihospitality.com,1
POOL CORP,61420,423910,5090,POOL,Whlsl,poolcorp.com,1
RADISYS CORP,61439,334118,3577,RSYS,Comps,radisys.com,3
DAVITA INC,61483,621492,8090,DVA,Hlth,davita.com,4
BANNER CORP,61487,522110,6020,BANR,Banks,bannerbank.com,5
OPKO HEALTH INC,61490,621511,8071,OPK,Hlth,opko.com,4
SCHEIN (HENRY) INC,61494,423450,5047,HSIC,Whlsl,henryschein.com,1
MILESTONE SCIENTIFIC INC,61496,339113,3842,MLSS,MedEq,milesci.com,4
SCHWEITZER-MAUDUIT INTL INC,61519,322121,2621,SWM,Paper,swmintl.com,2
ASTA FUNDING INC,61544,522220,6153,ASFI,Banks,astafunding.com,5
ADVANCED ENERGY INDS INC,61562,334418,3679,AEIS,Chips,advanced-energy.com,3
LAUDER (ESTEE) COS INC -CL A,61567,325620,2844,EL,Hshld,elcompanies.com,2
WATERS CORP,61574,334516,3826,WAT,LabEq,waters.com,3
HEADWATERS INC,61576,327390,3272,HW,BldMt,headwaters.com,2
BOSTON BEER INC  -CL A,61581,312120,2082,SAM,Beer,bostonbeer.com,1
FLUSHING FINANCIAL CORP,61585,522120,6035,FFIC,Banks,flushingbank.com,5
IMPAC MORTGAGE HOLDINGS INC,61586,522292,6162,IMH,Banks,impaccompanies.com,5
INTEVAC INC,61587,333249,3559,IVAC,Mach,intevac.com,2
NETAPP INC,61591,334112,3572,NTAP,Comps,netapp.com,3
PAREXEL INTERNATIONAL CORP,61600,541712,8731,PRXL,BusSv,parexel.com,3
NORTHWEST PIPE CO,61635,331210,3317,NWPX,Steel,nwpipe.com,2
WESTELL TECH INC  -CL A,61646,334210,3661,WSTL,Chips,westell.com,3
NOVAVAX INC,61655,325414,2836,NVAX,Drugs,novavax.com,4
LEARNING TREE INTL INC,61662,611420,8200,LTRE,PerSv,learningtree.com,5
CITRIX SYSTEMS INC,61676,511210,7372,CTXS,BusSv,citrix.com,3
NUANCE COMMUNICATIONS INC,61685,511210,7372,NUAN,BusSv,nuance.com,3
HEARTLAND FINANCIAL USA INC,61693,522110,6020,HTLF,Banks,htlf.com,5
TG THERAPEUTICS INC,61711,325412,2834,TGTX,Drugs,tgtherapeutics.com,4
BLONDER TONGUE LABS INC,61712,334220,3663,BDR,Chips,blondertongue.com,3
MSC INDUSTRIAL DIRECT  -CL A,61732,423830,5084,MSM,Whlsl,mscdirect.com,1
HARTFORD FINANCIAL SERVICES,61739,524126,6331,HIG,Insur,thehartford.com,5
KINGSWAY FINANCIAL SVCS INC,61743,524126,6331,KFS,Insur,kingsway-financial.com,5
IMPAX LABORATORIES INC,61745,325412,2834,IPXL,Drugs,impaxlabs.com,4
CORE LABORATORIES NV,61759,213112,1389,CLB,Oil,corelab.com,2
ELIZABETH ARDEN INC,61763,325620,2844,RDEN,Hshld,elizabetharden.com,2
ASTROTECH CORP,61766,334519,3829,ASTC,LabEq,astrotechcorp.com,3
BROADWAY FINANCIAL CORP/DE,61815,522120,6035,BYFC,Banks,broadwayfederalbank.com,5
TITAN PHARMACEUTICALS INC,61836,325412,2834,TTNP,Drugs,titanpharm.com,4
AMERIGAS PARTNERS  -LP,61839,454310,5900,APU,Rtail,amerigas.com,1
OPEN TEXT CORP,61870,519130,7370,OTEX,BusSv,opentext.com,3
IDERA PHARMACEUTICALS INC,61899,325414,2836,IDRA,Drugs,iderapharma.com,4
INDUSTRIAL SERVICES AMER INC,61925,423930,5093,IDSA,Whlsl,isa-inc.com,1
ENGLOBAL CORP,61971,541330,8711,ENG,BusSv,englobal.com,5
WIDEPOINT CORP,62057,541519,7370,WYY,BusSv,widepoint.com,3
ALPHA PRO TECH LTD,62072,326199,3089,APT,Rubbr,alphaprotech.com,2
APRICUS BIOSCIENCES INC,62110,325412,2834,APRI,Drugs,apricusbio.com,4
PATHFINDER BANCORP INC,62123,522110,6020,PBHC,Banks,pathfinderbank.com,5
PLUMAS BANCORP,62139,522110,6020,PLBC,Banks,plumasbank.com,5
IRIDEX CORP,62168,334510,3845,IRIX,MedEq,iridex.com,4
LANDEC CORP,62169,311421,2033,LNDC,Food,landec.com,1
TENGASCO INC,62204,211111,1311,TGC,Oil,tengasco.com,2
USA TECHNOLOGIES INC,62213,333318,3578,USAT,Comps,usatech.com,3
LIGHTPATH TECHNOLOGIES INC,62217,333314,3827,LPTH,LabEq,lightpath.com,3
COLUMBUS MCKINNON CORP,62221,333923,3530,CMCO,Mach,cmworks.com,2
UNITY BANCORP INC,62243,522110,6020,UNTY,Banks,unitybank.com,5
FORWARD INDUSTRIES INC,62262,316998,3100,FORD,Clths,forwardindustries.com,1
ALEXION PHARMACEUTICALS INC,62263,325414,2836,ALXN,Drugs,alexion.com,4
CSG SYSTEMS INTL INC,62266,518210,7374,CSGS,BusSv,csgi.com,3
REVLON INC  -CL A,62290,325620,2844,REV,Hshld,revlon.com,2
SPAR GROUP INC,62302,561499,7389,SGRP,BusSv,sparinc.com,5
IRON MOUNTAIN INC,62374,531120,6798,IRM,Fin,ironmountain.com,5
HUB GROUP INC  -CL A,62378,488510,4731,HUBG,Trans,hubgroup.com,5
EARTHLINK HOLDINGS CORP,62391,519130,7370,ELNK,BusSv,earthlink.net,3
IDT CORP,62396,517110,4813,IDT,Telcm,idt.net,3
PRGX GLOBAL INC,62494,541219,8721,PRGX,BusSv,prgx.com,5
SUBURBAN PROPANE PRTNRS  -LP,62501,454310,5900,SPH,Rtail,suburbanpropane.com,1
CENTURY ALUMINUM CO,62516,331315,3350,CENX,Steel,centuryaluminum.com,2
HEMISPHERX BIOPHARMA INC,62525,325414,2836,HEB,Drugs,hemispherx.net,4
KVH INDUSTRIES INC,62549,517410,4899,KVHI,Telcm,kvh.com,3
OPTICAL CABLE CORP,62553,335921,3357,OCC,Steel,occfiber.com,2
ALJ REGIONAL HOLDINGS INC,62582,518210,7374,ALJJ,BusSv,aljregionalholdings.com,3
PROTALIX BIOTHERAPEUTICS INC,62592,325414,2836,PLX,Drugs,protalix.com,4
CONSOLIDATED WATER CO INC,62618,221310,4941,CWCO,Util,cwco.com,2
EVOLUTION PETROLEUM CORP,62626,211111,1311,EPM,Oil,evolutionpetroleum.com,2
ALTABA INC,62634,519130,7370,AABA,BusSv,altaba.com,3
LORAL SPACE & COMMUNICATIONS,62640,517210,4899,LORL,Telcm,loral.com,3
COMMUNITY WEST BANCSHARES,62646,522110,6020,CWBC,Banks,communitywest.com,5
SANDY SPRING BANCORP INC,62654,522110,6020,SASR,Banks,sandyspringbank.com,5
DEAN FOODS CO,62655,311511,2020,DF,Food,deanfoods.com,1
STREAMLINE HEALTH SOLUTIONS,62666,541512,7373,STRM,Comps,streamlinehealth.net,3
CARBO CERAMICS INC,62686,327999,3290,CRR,BldMt,carboceramics.com,2
TRAVELERS COS INC,62689,524126,6331,TRV,Insur,travelers.com,5
TUCOWS INC,62723,519130,7370,TCX,BusSv,tucows.com,3
SYKES ENTERPRISES INC,62732,518210,7374,SYKE,BusSv,sykes.com,3
JAKKS PACIFIC INC,62745,339930,3942,JAKK,Toys,jakks.com,1
FTI CONSULTING INC,62823,541219,8721,FCN,BusSv,fticonsulting.com,5
PREMIER FINANCIAL BANCORP,62895,522110,6020,PFBI,Banks,premierbankinc.com,5
TUPPERWARE BRANDS CORP,62897,326199,3089,TUP,Rubbr,tupperwarebrands.com,2
MEDALLION FINANCIAL CORP,62919,523910,6797,MFIN,,medallion.com,5
NEUROCRINE BIOSCIENCES INC,62921,325414,2836,NBIX,Drugs,neurocrine.com,4
EXACTECH INC,62948,339113,3842,EXAC,MedEq,exac.com,4
SS&C TECHNOLOGIES HLDGS INC,62965,511210,7372,SSNC,BusSv,ssctech.com,3
SOUTHSIDE BANCSHARES INC,62979,522110,6020,SBSI,Banks,southside.com,5
RUSH ENTERPRISES INC,63000,441110,5500,RUSHA,Rtail,rushenterprises.com,1
CASI PHARMACEUTICALS INC,63030,325412,2834,CASI,Drugs,casipharmaceuticals.com,4
ANSYS INC,63080,511210,7372,ANSS,BusSv,ansys.com,3
ARADIGM CORP,63081,339112,3841,ARDM,MedEq,aradigm.com,4
ENDOLOGIX INC,63083,339112,3841,ELGX,MedEq,endologix.com,4
BROADVISION INC,63099,5415,7370,BVSN,BusSv,broadvision.com,3
GENESEE & WYOMING INC  -CL A,63123,482111,4011,GWR,Trans,gwrr.com,5
DIME COMMUNITY BANCSHARES,63135,522120,6035,DCOM,Banks,dime.com,5
FACTSET RESEARCH SYSTEMS INC,63172,519130,7370,FDS,BusSv,factset.com,3
PROVIDENT FINANCIAL HOLDINGS,63178,522120,6035,PROV,Banks,myprovident.com,5
CENTRAL VALLEY CMNTY BANCORP,63224,522110,6020,CVCY,Banks,cvcb.com,5
FBL FINANCIAL GROUP INC-CL A,63288,524113,6311,FFG,Insur,fblfinancial.com,5
PEGASYSTEMS INC,63290,511210,7372,PEGA,BusSv,pega.com,3
MGT CAPITAL INVESTMENTS INC,63337,518210,7374,MGTI,BusSv,mgtci.com,3
STRAYER EDUCATION INC,63338,611310,8200,STRA,PerSv,strayereducation.com,5
WILHELMINA INTERNATIONAL INC,63388,711410,7900,WHLM,Fun,wilhelmina.com,5
GERON CORP,63405,325414,2836,GERN,Drugs,geron.com,4
TTEC HOLDINGS INC,63417,561499,7389,TTEC,BusSv,ttec.com,5
LAMAR ADVERTISING CO  -CL A,63422,531190,6798,LAMR,Fin,lamar.com,5
GUESS INC,63447,3152,2330,GES,Clths,guess.com,1
AWARE INC,63454,511210,7372,AWRE,BusSv,aware.com,3
CARRIAGE SERVICES INC,63456,812210,7200,CSV,PerSv,carriageservices.com,1
BIOSCRIP INC,63490,621610,8082,BIOS,Hlth,bioscrip.com,4
WILLBROS GROUP INC,63495,237120,1623,WGRP,Cnstr,willbros.com,5
E TRADE FINANCIAL CORP,63501,523120,6211,ETFC,Fin,etrade.com,5
TRANSACT TECHNOLOGIES INC,63520,334118,3577,TACT,Comps,transact-tech.com,3
STERICYCLE INC,63527,562211,4955,SRCL,Other,stericycle.com,5
MICROVISION INC,63531,334419,3679,MVIS,Chips,microvision.com,3
SUN BANCORP INC/NJ,63538,522110,6020,SNBC,Banks,sunnationalbank.com,5
MMA CAPITAL MGMT LLC,63541,523999,6799,MMAC,Fin,mmacapitalmanagement.com,5
SOUTHWEST GEORGIA FINL CORP,63543,522110,6020,SGB,Banks,sgfc.com,5
WILLIS LEASE FINANCE CORP,63596,532411,7359,WLFC,BusSv,willislease.com,5
CALPINE CORP,63605,22111,4991,CPN,Other,calpine.com,5
OCWEN FINANCIAL CORP,63639,522390,6035,OCN,Banks,ocwen.com,5
ABERCROMBIE & FITCH  -CL A,63643,448140,5651,ANF,Rtail,abercrombie.com,1
ENDO INTERNATIONAL PLC,63645,325412,2834,ENDP,Drugs,endo.com,4
SPECTRUM PHARMACEUTICALS INC,63650,325414,2836,SPPI,Drugs,sppirx.com,4
EDGEWATER TECHNOLOGY INC,63667,541512,7370,EDGW,BusSv,edgewater.com,3
CENTRUE FINANCIAL CORP,63687,522110,6020,CFCB,Banks,centrue.com,5
EMPIRE RESOURCES INC,63698,423510,5051,ERS,Whlsl,empireresources.com,1
ANTARES PHARMA INC,63700,339112,3841,ATRS,MedEq,antarespharma.com,4
DOVER MOTORSPORTS INC,63708,711212,7948,DVD,Fun,dovermotorsports.com,5
NAVIGANT CONSULTING INC,63724,541611,8742,NCI,BusSv,navigant.com,5
WEST BANCORPORATION INC,63725,522110,6020,WTBA,Banks,westbankstrong.com,5
BJ'S RESTAURANTS INC,63739,722511,5812,BJRI,Meals,bjsrestaurants.com,1
HIBBETT SPORTS INC,63763,451110,5940,HIBB,Rtail,hibbett.com,1
WINTRUST FINANCIAL CORP,63781,522110,6020,WTFC,Banks,wintrust.com,5
ARQULE INC,63789,325414,2836,ARQL,Drugs,arqule.com,4
MAST THERAPEUTICS,63790,325412,2834,MSTX,Drugs,masttherapeutics.com,4
PENSKE AUTOMOTIVE GROUP INC,63847,441110,5500,PAG,Rtail,penskeautomotive.com,1
USANA HEALTH SCIENCES INC,63863,325412,2834,USNA,Drugs,usana.com,4
STAGE STORES INC,63874,448140,5651,SSI,Rtail,stage.com,1
TRIUMPH GROUP INC,63876,336413,3728,TGI,Aero,triumphgroup.com,2
NATIONAL OILWELL VARCO INC,63892,333132,3533,NOV,Mach,natoil.com,2
UNITED NATURAL FOODS INC,63927,424490,5140,UNFI,Whlsl,unfi.com,1
FAMOUS DAVES OF AMERICA INC,63930,722511,5812,DAVE,Meals,famousdaves.com,1
SEACHANGE INTERNATIONAL INC,63938,511210,7372,SEAC,BusSv,schange.com,3
HC2 HOLDINGS INC,63952,332312,3440,HCHC,BldMt,hc2.com,2
EPLUS INC,63986,423430,5045,PLUS,Whlsl,eplus.com,1
NU SKIN ENTERPRISES  -CL A,64028,325412,2834,NUS,Drugs,nuskin.com,4
STEEL DYNAMICS INC,64030,331110,3312,STLD,Steel,steeldynamics.com,2
WEST CORP,64055,561499,7389,WSTC,BusSv,west.com,5
FORRESTER RESEARCH INC,64061,541910,8700,FORR,BusSv,forrester.com,5
GENESIS ENERGY  -LP,64063,424720,5172,GEL,Whlsl,genesisenergy.com,1
VIASAT INC,64088,334220,3663,VSAT,Chips,viasat.com,3
INVENTURE FOODS INC,64102,311411,2030,SNAK,Food,inventurefoods.com,1
DELTIC TIMBER CORP,64135,321912,2421,DEL,BldMt,deltic.com,5
QUEST DIAGNOSTICS INC,64166,621511,8071,DGX,Hlth,questdiagnostics.com,4
LITHIA MOTORS INC  -CL A,64175,441110,5500,LAD,Rtail,lithia.com,1
EMCLAIRE FINANCIAL CORP,64193,522110,6020,EMCF,Banks,emclairefinancial.com,5
DXP ENTERPRISES INC,64223,423840,5080,DXPE,Whlsl,dxpe.com,1
UNITED SECURITY BANCSHARS CA,64228,522110,6020,UBFO,Banks,unitedsecuritybank.com,5
SUN HYDRAULICS CORP,64254,332912,3490,SNHY,BldMt,sunhydraulics.com,2
CAL-MAINE FOODS INC,64275,112310,200,CALM,Agric,calmainefoods.com,1
INSPERITY INC,64302,561320,7363,NSP,BusSv,insperity.com,5
KILROY REALTY CORP,64306,531120,6798,KRC,Fin,kilroyrealty.com,5
BLUEPHOENIX SOLUTIONS LTD,64325,511210,7372,MDSYF,BusSv,modernsystems.com,3
CERUS CORP,64327,325414,2836,CERS,Drugs,cerus.com,4
VERICEL CORP,64334,325414,2836,VCEL,Drugs,vcel.com,4
VAIL RESORTS INC,64344,713920,7990,MTN,Fun,vailresorts.com,5
CIENA CORP,64356,334210,3661,CIEN,Chips,ciena.com,3
SILGAN HOLDINGS INC,64389,332431,3411,SLGN,Boxes,silganholdings.com,2
CARMAX INC,64410,441120,5500,KMX,Rtail,carmax.com,1
TIVO CORP,64480,533110,6794,TIVO,Fin,tivo.com,5
CTI BIOPHARMA CORP,64515,325414,2836,CTIC,Drugs,ctibiopharma.com,4
EURONET WORLDWIDE INC,64536,522320,6099,EEFT,Banks,euronetworldwide.com,5
SOUTH STATE CORP,64547,522110,6020,SSB,Banks,southstatebank.com,5
CHICAGO BRIDGE & IRON CO,64549,237120,1600,CBI,Cnstr,cbi.com,5
TD AMERITRADE HOLDING CORP,64552,523120,6211,AMTD,Fin,amtd.com,5
GULF ISLAND FABRICATION INC,64568,336611,3730,GIFI,Ships,gulfisland.com,2
FIRST SOUTH BANCORP INC/VA,64584,522110,6020,FSBK,Banks,firstsouthnc.com,5
TAKE-TWO INTERACTIVE SFTWR,64630,511210,7372,TTWO,BusSv,take2games.com,3
EMCORE CORP,64637,334413,3674,EMKR,Chips,emcore.com,3
XPLORE TECHNOLOGIES CORP,64668,334111,3571,XPLR,Comps,xploretech.com,3
AUTOLIV INC,64690,336390,3714,ALV,Autos,autoliv.com,1
FLAGSTAR BANCORP INC,64699,522120,6035,FBC,Banks,flagstar.com,5
KNOLL INC,64745,337214,2522,KNL,Paper,knoll.com,2
RAMBUS INC,64766,533110,6794,RMBS,Fin,rambus.com,5
UNITED COMMUNITY BANKS INC,64794,522110,6020,UCBI,Banks,ucbi.com,5
ALEXANDRIA R E EQUITIES INC,64821,531120,6798,ARE,Fin,are.com,5
KMG CHEMICALS INC,64848,325180,2860,KMG,Chems,kmgchemicals.com,2
REIS INC,64850,519130,7370,REIS,BusSv,reis.com,3
QORVO INC,64853,334413,3674,QRVO,Chips,qorvo.com,3
SAREPTA THERAPEUTICS INC,64857,325414,2836,SRPT,Drugs,sarepta.com,4
RALPH LAUREN CORP,64891,31522,2320,RL,Clths,ralphlauren.com,1
MAXIMUS INC,64901,561110,8741,MMS,BusSv,maximus.com,5
INTEST CORP,64915,334416,3825,INTT,LabEq,intest.com,3
BOSTON PROPERTIES INC,64925,531120,6798,BXP,Fin,bostonproperties.com,5
SIMULATIONS PLUS INC,64929,511210,7372,SLP,BusSv,simulations-plus.com,3
GRIFFIN INDUSTRIAL REALTY,64934,531120,6512,GRIF,RlEst,griffinindustrial.com,5
STARTEK INC,64942,561499,7389,SRT,BusSv,startek.com,5
PACIFIC PREMIER BANCORP INC,64979,522110,6020,PPBI,Banks,ppbi.com,5
COMFORT SYSTEMS USA INC,64997,238220,1700,FIX,Cnstr,comfortsystemsusa.com,5
HELIX ENERGY SOLUTIONS GROUP,65006,213112,1389,HLX,Oil,helixesg.com,2
ARCHROCK INC,65009,333132,3533,AROC,Mach,archrock.com,2
HESKA CORP,65011,325413,2835,HSKA,Drugs,heska.com,4
8X8 INC,65021,517110,4899,EGHT,Telcm,8x8.com,3
QUICKLOGIC CORP,65036,334413,3674,QUIK,Chips,quicklogic.com,3
GLEN BURNIE BANCORP,65050,522110,6020,GLBZ,Banks,thebankofglenburnie.com,5
CORECIVIC INC,65084,531120,6798,CXW,Fin,corecivic.com,5
BANK OF THE OZARKS,65106,522110,6020,OZRK,Banks,bankozarks.com,5
JONES LANG LASALLE INC,65108,531390,6531,JLL,RlEst,jll.com,5
COGENTIX MEDICAL INC,65218,339113,3842,CGNT,MedEq,cogentixmedical.com,4
CARRIZO OIL & GAS INC,65220,211111,1311,CRZO,Oil,carrizo.com,2
QAD INC,65226,519130,7370,QADA,BusSv,qad.com,3
UMPQUA HOLDINGS CORP,65228,522110,6020,UMPQ,Banks,umpquabank.com,5
DIAMOND HILL INVESTMENT GRP,65235,523930,6282,DHIL,Fin,diamond-hill.com,5
HELIOS AND MATHESON ANALYTIC,65247,541512,7370,HMNY,BusSv,hmny.com,3
SYNTEL INC,65270,541519,7370,SYNT,BusSv,syntelinc.com,3
BRIGHT HORIZONS FAMILY SOLTN,65275,624410,8351,BFAM,PerSv,brighthorizons.com,5
AEHR TEST SYSTEMS,65286,334515,3825,AEHR,LabEq,aehr.com,3
SL GREEN REALTY CORP,65290,531120,6798,SLG,Fin,slgreen.com,5
